,BRD_ID,Smiles,CID,
409,BRD-K37385792,Cc1nc2CCN(C(=O)c3ccc(NC(=O)c4ccccc4-c4ccccc4)cc3)c3ccccc3-c2[nH]1,151171,
410,BRD-K65428967,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)C[C@H]1O,6303,
411,BRD-K15592317,COc1cc2ncnc(-n3nc(nc3N)-c3ccccn3)c2cc1OC,44551660,
412,BRD-K76908866,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,9874913,
413,BRD-K09090949,CCNC1(CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1)C(N)=O,10052040,
414,BRD-K11073688,CC(=O)Nc1ccc(cc1)C(=O)NC(C)(C)C,151118,
415,BRD-A06916187,OC(=O)CCCCC(CCSCc1ccccc1)SCc1ccccc1,24770514,
416,BRD-K78431006,C[C@@H](Oc1cc(cnc1N)-c1cnn(c1)C1CCNCC1)c1c(Cl)ccc(F)c1Cl,11626560,
417,BRD-K20920669,OC(COc1cccc2oc(cc(=O)c12)C(O)=O)COc1cccc2oc(cc(=O)c12)C(O)=O,2882,
418,BRD-K40870905,OC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C11CCCCC1,10186367,
419,BRD-K30632436,CCOC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F,729859,
420,BRD-K53508936,ONC(=O)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,3342298,
421,BRD-K07572174,COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1,969516,
422,BRD-K74148702,COc1ccc(/C=C/C(=O)CC(=O)\C=C\c2cccc(O)c2OC)cc1O,16760039,
423,BRD-K90777969,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,9907323,
424,BRD-K81458380,OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21,24748573,
425,BRD-K25140590,O=C(N1CCCCC1)c1ccc2OCOc2c1,1370,
426,BRD-K12787259,CN1CCCN(CC1)c1ccc2c(n1)n1c3ccccc3sc1c(C(=O)NCc1cnc(C)cn1)c2=O,25257557,
427,BRD-A97502381,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@@H]2[N+]3=C1C(C)=C1[C@@H](CCC(N)=O)C(C)(C)C4=[N+]1[Co]31(C#N)N3C([C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]23C)=C(C)C2=[N+]1C(=C4)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O)OP(O)(=O)O[C@@H]1[C@H](CO)O[C@@H]([C@@H]1O)n1cnc2cc(C)c(C)cc12,129009873,2
428,BRD-K79501723,CN1CCN(CC1)C(c1ccccc1)c1ccccc1,6726,
429,BRD-K42348709,CN(C)CCC=C1c2ccccc2C=Cc2ccccc12,2895,
430,BRD-A69815203,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,5280754,
431,BRD-K28143534,CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,2913,
432,BRD-K59573506,CC(=O)O[C@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)[C@@H]3CC[C@]12C)C(C)=O,129009891,
433,BRD-K87737963,O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1,25062766,
434,BRD-K23363278,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1,11351021,
435,BRD-K33106058,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,6253,
436,BRD-A55579717,O=c1cccc2C3CNC[C@@H](C3)Cn12,6708720,
437,BRD-K47000838,C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C/[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C,44634701,
438,BRD-K09132007,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCCOc2c1,6419753,
439,BRD-K71822263,N[C@H](CO)C(O)=O,71077,
440,BRD-K57041787,CCCCCCOC(=O)\N=C(\N)c1ccc(NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c2ccccn2)cc1,135565674,
441,BRD-K09951645,CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,44462760,
442,BRD-K35520305,CN(C)\N=N\c1[nH]cnc1C(N)=O,2942,
443,BRD-K56957086,OCCN(CCc1c[nH]c2ccccc12)Cc1ccc(\C=C\C(=O)NO)cc1,6445533,
444,BRD-K57169635,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1,11511120,
445,BRD-K22482860,Nc1ccncc1,1727,1
446,BRD-K83452553,CN(C)NC(=O)CCC(=O)O,15331,
447,BRD-A92537424,C[C@]12CCC3C(CCC4=Cc5oncc5C[C@]34C)C1CC[C@@]2(O)C#C,5702031,
448,BRD-K35589454,NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)c1ccccc1,16656685,
449,BRD-K81272440,[O-][N+](=O)c1ccc(cc1)-c1ccc(\C=N\N2CC(=O)NC2=O)o1,5378825,
450,BRD-K07881437,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1,11442891,
451,BRD-K46604138,CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,57519518,
452,BRD-K12885236,Cc1cc(C)c(Nc2ccnc(Nc3ccc(cc3)C#N)n2)c(C)c1,214347,
453,BRD-K62363391,Nc1ccc(cc1)S(=O)(=O)c1ccc(N)cc1,2955,
454,BRD-K19085898,CCN(CC)CCN(Cc1ccc(cc1)-c1ccc(cc1)C(F)(F)F)C(=O)Cn1c2CCCc2c(=O)nc1SCc1ccc(F)cc1,9939609,
455,BRD-K95773607,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c1ccccc1)c1ccccc1,444031,
456,BRD-K84986517,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,213039,
457,BRD-K02943813,COc1c(cc(cc1C(C)(C)C)-n1ccc(=O)[nH]c1=O)-c1ccc2cc(NS(C)(=O)=O)ccc2c1,56640146,
458,BRD-K49328571,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,3062316,
459,BRD-A68009927,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(C)=O,3085107,
460,BRD-K20738689,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(O)=O,53555,
461,BRD-K82767007,OC(=O)c1ccc(OCCn2ccnc2)cc1,53001,
462,BRD-K79254416,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,451668,
463,BRD-K43578482,CNC(=O)c1ccc(Nc2ncc(c(NCc3nccnc3N(C)S(C)(=O)=O)n2)C(F)(F)F)cc1,25117126,
464,BRD-K97010173,OC(=O)c1ccc(cc1)-n1nc(nc1-c1ccccc1O)-c1ccccc1O,214348,
465,BRD-K06878038,Cc1c(O)c(=O)ccn1C,2972,
466,BRD-K09078998,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1OP(C)(C)=O,129010049,2
467,BRD-K85833139,C[C@]12CC[C@@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,7092995,
468,BRD-K59325863,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(n1)-c1ccccc1)[C@@H](C)O)B(O)O,24800541,
469,BRD-K45503887,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](Cc1ccccc1)C(O)=O,78357780,
470,BRD-K41170226,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,222528,
471,BRD-K77685957,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc12,2993,
472,BRD-A49399758,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CCSSCC(NC(=O)C(CC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)NC(CCCNC(N)=N)C(=O)NCC(N)=O,27991,
473,BRD-K13819402,C1CN2Cc3ccccc3N=C2C1,442894,
474,BRD-A98845662,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,125017,
475,BRD-A69951442,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,73707402,
476,BRD-A35108200,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,3003,
477,BRD-A93424738,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,5702036,2
478,BRD-K58626373,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,66265,
479,BRD-K07609981,CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1,65937,2
480,BRD-K44309363,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1,6918097,
481,BRD-K33211335,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,5360696,
482,BRD-K69122748,CC(=O)Oc1cccc2C(=O)c3cc(cc(OC(C)=O)c3C(=O)c12)C(O)=O,26248,
483,BRD-K16508793,CN1c2ccc(Cl)cc2C(=NCC1=O)c1ccccc1,3016,
484,BRD-K73109821,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,3019,
485,BRD-K08252256,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3033,
486,BRD-A51078674,COc1ccc2C(CN(C)Cc2c1)c1ccc(Cl)c(Cl)c1,68871,
487,BRD-K05673000,Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1c(Cl)cccc1Cl,18381,
488,BRD-K82236179,Oc1c(Cc2c(O)c3ccccc3oc2=O)c(=O)oc2ccccc12,54676038,
489,BRD-K84794093,Nc1ncnc2n(cnc12)[C@H]1CC[C@@H](CO)O1,20039,
490,BRD-K64504314,C[C@@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,129009987,
491,BRD-K45542189,CCN(CC)C(=O)N1CCN(C)CC1,3052,
492,BRD-K45330754,CC\C(c1ccc(O)cc1)=C(\CC)c1ccc(O)cc1,448537,
493,BRD-K22031190,OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F,3059,
494,BRD-A94756469,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CCC5C4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,5702042,
495,BRD-K97440753,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,107715,
496,BRD-K72166146,CN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@]1(C)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,10531,
497,BRD-K48722258,COc1cc(cc(OC)c1OC)C(=O)OCCCN1CCCN(CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)CC1,3074,2
498,BRD-A69636825,COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O,3076,2
499,BRD-K30126819,OS(=O)(=O)CCSSCCS(O)(=O)=O,65626,
500,BRD-K31111078,COC(=O)\C=C\C(=O)OC,637568,
501,BRD-K92848252,NC(=N)c1ccc(N\N=N\c2ccc(cc2)C(N)=N)cc1,2354,
502,BRD-K13662825,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,46926350,
503,BRD-K81672972,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,5280363,
504,BRD-K94436377,COc1ccc(cc1O)-c1cc(=O)c2c(O)cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2o1,5281613,
505,BRD-K01663662,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,3055,
506,BRD-K22936972,CN1CCC(CC1)OC(c1ccccc1)c1ccccc1,3103,
507,BRD-K64838454,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1,44557636,
508,BRD-K86301799,OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO,3108,
509,BRD-A29734509,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,3114,
510,BRD-K32744045,CCN(CC)C(=S)SSC(=S)N(CC)CC,3117,
511,BRD-K89274813,Fc1cc(CC2(Cc3ccnc(F)c3)c3ccccc3C(=O)c3ccccc23)ccn1,9887884,
512,BRD-K54936858,CCC[C@@H](NC(=O)N1[C@@H](Oc2ccc(cc2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)c1ccc2OCOc2c1,177992,
513,BRD-A05821830,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C,9877265,
514,BRD-A14941520,OC(COc1cccc2ncccc12)CN1CCN(CC1)C(=O)C(c1ccccc1)c1ccccc1,213040,
515,BRD-K34008116,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,11503972,
516,BRD-K78567475,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,9810929,
517,BRD-K36386086,C[C@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,117853645,
518,BRD-A49160188,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,3152,
519,BRD-K31092604,NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c3ccc(cc3)C#N)cc12,197706,
520,BRD-K43887077,NCCc1ccc(O)c(O)c1,681,
521,BRD-K74065929,Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C,156422,
522,BRD-K71075609,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,6604453,2
523,BRD-K54759182,CN(C)CC\C=C1/c2ccccc2CSc2ccccc12,5284550,2
524,BRD-K85402309,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O,135398510,
525,BRD-A46179541,CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1,3156,
526,BRD-A13188892,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,3157,
527,BRD-K37694030,CN(C)CC\C=C1\c2ccccc2COc2ccccc12,667468,
528,BRD-K83057217,C[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,7048664,
529,BRD-K70507123,Cn1c2ncn(CC3OCCO3)c2c(=O)n(C)c1=O,50942,
530,BRD-K92093830,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,31703,
531,BRD-A08545410,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)c2c(O)cccc12,54416523,
532,BRD-K01824921,CCCn1c2[nH]c(nc2c(=O)n(CCC)c1=O)C1CCCC1,1329,
533,BRD-A64553394,OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1,5190,
534,BRD-K05524748,CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12,208898,
535,BRD-K97158071,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O,3168,
536,BRD-A00938334,C[C@]12CCC3C([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)C1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1,10067489,
537,BRD-K08859203,N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(O)=O,107775,
538,BRD-K71103788,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,60835,
539,BRD-K28984613,C[C@]12CC[C@@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@H]2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F,129009977,
540,BRD-K50564936,COc1cc(ccc1-n1cnc(C)c1)\C=C1/CCCN([C@@H](C)c2ccc(F)cc2)C1=O,11560787,2
541,BRD-K29359156,O=c1n([se]c2ccccc12)-c1ccccc1,3194,
542,BRD-K03353589,CC(C)c1cc2CC[C@H]3[C@@](C)(CCC[C@]3(C)c2cc1S(O)(=O)=O)C(O)=O,65781,
543,BRD-A51820102,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3198,
544,BRD-K29322660,CN(C)C(=O)[C@@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@H](C1)NC(=O)c1nc2CCN(C)Cc2s1,49822384,
545,BRD-K86892782,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,66377,
546,BRD-K37355418,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(O)=O)cc2)c1,122335,
547,BRD-A24560335,Cc1cc(Oc2ccc3nc(COc4ccc(CC5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N,9832447,
548,BRD-K40758068,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1,64139,
549,BRD-A96292436,NCCCC(N)(C(F)F)C(O)=O,3009,
550,BRD-K88807631,COc1cc2CCN(CCc3ccc(NC(=O)c4cccc5c4[nH]c4c(OC)cccc4c5=O)cc3)Cc2cc1OC,119373,
551,BRD-K82135108,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,300471,
552,BRD-K30466858,Oc1cc2c3c(oc(=O)c4cc(O)c(O)c(oc2=O)c34)c1O,5281855,
553,BRD-K54472332,COc1cc2n(cc(C(O)=O)c(=O)c2cc1Cc1cccc(Cl)c1F)[C@H](CO)C(C)C,5277135,
554,BRD-K97963946,CN1CCC(COc2cnc(nc2)-c2cccc(Cn3nc(ccc3=O)-c3cccc(c3)C#N)c2)CC1,25171648,
555,BRD-A65248799,COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)SC1C,187079,
556,BRD-K15010214,CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1,3219,
557,BRD-K53765467,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(O[C@H]3CCOC3)cc2)c1,11949646,
558,BRD-K61452026,Nc1nc(=O)n(cc1F)[C@@H]1CS[C@H](CO)O1,60877,
559,BRD-K57545991,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,5388962,
560,BRD-K68488863,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(\C=C\c2ccccc2)n1,16041424,
561,BRD-K78113049,CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1,3229,
562,BRD-K80535353,C[C@]12CC[C@@](C)(C[C@@H]1C1=CC(=O)[C@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O,11870423,
563,BRD-K35007173,CCCn1c2nc[nH]c2c(=O)[nH]c1=O,1676,
564,BRD-K08206212,Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1,135398508,
565,BRD-K77908580,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,4261,
566,BRD-K56851771,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,15951529,
567,BRD-K79404599,Cn1cc(C2=C(C(=O)NC2=O)c2cn(C3CCN(Cc4ccccn4)CC3)c3ccccc23)c2ccccc12,176167,
568,BRD-K47554101,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCN(CC2)C(=O)CO)c(F)c1,73214,
569,BRD-K55591206,Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1cc(O)c(O)c(O)c1,65064,
570,BRD-A98990573,NC1=NCC2N1c1ccccc1Cc1ccccc21,3241,
571,BRD-K63126190,CNC[C@H](O)c1ccc(O)c(O)c1,5816,
572,BRD-K39339537,COc1cc(C)nn1-c1nc(C)cc(OC)n1,3242,
573,BRD-K56844688,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,129010031,
574,BRD-K02314383,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,443935,
575,BRD-K19761926,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13,443872,
576,BRD-K68164687,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1,129010071,
577,BRD-A90547603,NC(=N)NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(O)=O)NC(=O)CNC1=O)C(N)=O,123610,2
578,BRD-K57754230,Cc1cc(C)c(CNC(=O)c2cc(cc3n(ncc23)C2CCCC2)-c2ccc(CN3CCOCC3)cc2)c(=O)[nH]1,60160561,
579,BRD-K54847683,Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1,91469,
580,BRD-K84163249,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,9547243,
581,BRD-K70401845,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,176870,
582,BRD-K80608265,Oc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2[C@@H]2CCC[C@H]12,10286159,
583,BRD-K63550407,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,12560,
584,BRD-K51677086,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,443953,
585,BRD-K70301876,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,146570,
586,BRD-K36270037,OC[C@H]1O[C@@H](Oc2cc3ccc(=O)oc3cc2O)[C@@H](O)[C@@H](O)[C@@H]1O,5498067,
587,BRD-A07395371,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,59768,
588,BRD-A55962179,COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C,4594,
589,BRD-A18917088,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@H]2O,5317221,
590,BRD-A70858459,C[C@]12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CC[C@@H]2O,51371328,
591,BRD-K00077635,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2OP(O)(O)=O,259329,
592,BRD-A18620900,C[C@]12CCC3C(CCc4cc(O)ccc34)C1C[C@@H](O)[C@@H]2O,5317223,
593,BRD-A37959677,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CCC2=O,6710658,
594,BRD-K63630713,CCC(=C)C(=O)c1ccc(OCC(O)=O)c(Cl)c1Cl,3278,
595,BRD-K96042922,OCCNC(=O)Cn1ccnc1[N+]([O-])=O,3276,
596,BRD-K64755930,CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C,3277,
597,BRD-A02367930,C[C@]12CCC3C(CCc4cc(O)ccc34)C1CC[C@@]2(O)C#C,24707,
598,BRD-K82603084,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,6049,
599,BRD-K68232413,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,3307,
600,BRD-A74667430,CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12,3308,
